school/gender.chool Name,school/gender.Grade,school/gender.Year,school/gender.Category,school/gender.Number Tested,school/gender.Mean Scale Score,school/gender.Level1_N,school/gender.Level1_%,school/gender.Level2_N,school/gender.Level2_%,school/gender.Level3_N,school/gender.Level3_%,school/gender.Level4_N,school/gender.Level4_%,school/gender.Level3+4_N,school/gender.Level3+4_%,DBN
IS 025 ADRIEN BLOCK,All Grades,2014,Female,346,320.0,33.0,9.5,123.0,35.5,111.0,32.1,79.0,22.8,190.0,54.9,25Q025
PSMS 194,5,2015,Male,83,287.0,38.0,45.8,30.0,36.1,13.0,15.7,2.0,2.4,15.0,18.1,11X194
PS 308 CLARA CARDWELL,6,2017,Female,13,284.0,6.0,46.2,6.0,46.2,1.0,7.7,0.0,0.0,1.0,7.7,16K308
KAPPA IV,6,2013,Female,38,279.0,22.0,57.9,14.0,36.8,2.0,5.3,0.0,0.0,2.0,5.3,05M302
PS 221 THE NORTH HILLS SCHOOL,3,2013,Female,54,329.0,5.0,9.3,12.0,22.2,26.0,48.1,11.0,20.4,37.0,68.5,26Q221
THURGOOD MARSHALL ACADEMY LOWER SCHOOL,All Grades,2013,Female,48,310.0,6.0,12.5,27.0,56.3,9.0,18.8,6.0,12.5,15.0,31.3,05M318
PS 181 BROOKLYN,5,2017,Male,50,281.0,31.0,62.0,14.0,28.0,4.0,8.0,1.0,2.0,5.0,10.0,17K181
MS 158 MARIE CURIE,All Grades,2017,Male,501,321.0,56.0,11.2,134.0,26.7,167.0,33.3,144.0,28.7,311.0,62.1,26Q158
PSMS 029 MELROSE SCHOOL,7,2017,Female,40,300.0,9.0,22.5,21.0,52.5,9.0,22.5,1.0,2.5,10.0,25.0,07X029
P S 62  CHESTER PARK SCHOOL,4,2013,Female,69,308.0,9.0,13.0,39.0,56.5,14.0,20.3,7.0,10.1,21.0,30.4,27Q062
PS 335 GRANVILLE T WOODS,4,2016,Female,22,306.0,7.0,31.8,6.0,27.3,6.0,27.3,3.0,13.6,9.0,40.9,16K335
JHS 162 LOLA RODRIGUEZ DE TIO,6,2017,Female,50,271.0,31.0,62.0,17.0,34.0,2.0,4.0,0.0,0.0,2.0,4.0,07X162
PS 205 ALEXANDER GRAHAM BELL,3,2015,Male,23,329.0,3.0,13.0,4.0,17.4,10.0,43.5,6.0,26.1,16.0,69.6,26Q205
PARK SLOPE COLLEGIATE,8,2016,Female,19,299.0,4.0,21.1,9.0,47.4,6.0,31.6,0.0,0.0,6.0,31.6,15K464
THE BRONX MATHEMATICS PREPARATORY SCHOOL,6,2016,Female,21,276.0,13.0,61.9,6.0,28.6,2.0,9.5,0.0,0.0,2.0,9.5,08X375
YOUNG WOMEN S LEADERSHIP SCHOOL OF BROOKLYN,7,2014,Female,44,294.0,13.0,29.5,25.0,56.8,6.0,13.6,0.0,0.0,6.0,13.6,14K614
BROOKLYN ARBOR ELEMENTARY SCHOOL,3,2016,Male,39,302.0,11.0,28.2,16.0,41.0,10.0,25.6,2.0,5.1,12.0,30.8,14K414
PS 138 BROOKLYN,5,2014,Female,37,298.0,9.0,24.3,20.0,54.1,6.0,16.2,2.0,5.4,8.0,21.6,17K138
PS 211,3,2017,Male,26,279.0,15.0,57.7,8.0,30.8,3.0,11.5,0.0,0.0,3.0,11.5,12X211
NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY AND MATH HS,7,2016,Female,56,358.0,0.0,0.0,1.0,1.8,11.0,19.6,44.0,78.6,55.0,98.2,01M539
PS 290 JUAN MOREL CAMPOS,5,2017,Female,31,312.0,4.0,12.9,12.0,38.7,12.0,38.7,3.0,9.7,15.0,48.4,19K290
PS 002 MEYER LONDON,3,2013,Male,71,293.0,28.0,39.4,29.0,40.8,14.0,19.7,0.0,0.0,14.0,19.7,02M002
PS 101 SCHOOL IN THE GARDENS,6,2017,Female,11,323.0,0.0,0.0,5.0,45.5,2.0,18.2,4.0,36.4,6.0,54.5,28Q101
PS 038 THE PACIFIC,All Grades,2013,Male,69,297.0,27.0,39.1,20.0,29.0,14.0,20.3,8.0,11.6,22.0,31.9,15K038
URBAN INSTITUTE OF MATHEMATICS,6,2014,Female,41,316.0,1.0,2.4,19.0,46.3,15.0,36.6,6.0,14.6,21.0,51.2,08X371
PS 206 JOSEPH F LAMB,8,2017,Male,75,316.0,7.0,9.3,25.0,33.3,30.0,40.0,13.0,17.3,43.0,57.3,22K206
MS 267 MATH SCIENCE & TECHNOLOGY,8,2017,Male,20,316.0,1.0,5.0,10.0,50.0,5.0,25.0,4.0,20.0,9.0,45.0,16K267
PS 173 FRESH MEADOWS,All Grades,2017,Female,219,335.0,14.0,6.4,41.0,18.7,80.0,36.5,84.0,38.4,164.0,74.9,26Q173
PS 257 JOHN F HYLAN,4,2016,Male,47,314.0,6.0,12.8,19.0,40.4,13.0,27.7,9.0,19.1,22.0,46.8,14K257
PS 325,4,2016,Male,19,279.0,11.0,57.9,6.0,31.6,1.0,5.3,1.0,5.3,2.0,10.5,06M325
PS 171 PATRICK HENRY,7,2017,Female,47,332.0,0.0,0.0,12.0,25.5,20.0,42.6,15.0,31.9,35.0,74.5,04M171
PS K315,All Grades,2017,Female,143,309.0,37.0,25.9,51.0,35.7,34.0,23.8,21.0,14.7,55.0,38.5,22K315
PS 175 CITY ISLAND,4,2017,Male,16,315.0,3.0,18.8,4.0,25.0,7.0,43.8,2.0,12.5,9.0,56.3,11X175
PS 024 ANDREW JACKSON,All Grades,2015,Male,263,310.0,53.0,20.2,99.0,37.6,81.0,30.8,30.0,11.4,111.0,42.2,25Q024
PS 333 MANHATTAN SCHOOL FOR CHILDREN,6,2014,Female,25,318.0,0.0,0.0,14.0,56.0,6.0,24.0,5.0,20.0,11.0,44.0,03M333
PS 094 DAVID D PORTER,All Grades,2017,Male,88,326.0,7.0,8.0,26.0,29.5,31.0,35.2,24.0,27.3,55.0,62.5,26Q094
PS 189 THE BILINGUAL CENTER,6,2013,Male,71,291.0,27.0,38.0,33.0,46.5,8.0,11.3,3.0,4.2,11.0,15.5,17K189
PS 376,5,2017,Female,52,319.0,5.0,9.6,23.0,44.2,13.0,25.0,11.0,21.2,24.0,46.2,32K376
PS 111 SETON FALLS,4,2015,Male,59,274.0,43.0,72.9,12.0,20.3,3.0,5.1,1.0,1.7,4.0,6.8,11X111
PS 033 TIMOTHY DWIGHT,4,2015,Male,96,281.0,54.0,56.3,34.0,35.4,7.0,7.3,1.0,1.0,8.0,8.3,10X033
JHS 008 RICHARD S GROSSLEY,8,2015,Male,111,277.0,57.0,51.4,43.0,38.7,10.0,9.0,1.0,0.9,11.0,9.9,28Q008
TECHNOLOGY ARTS AND SCIENCES STUDIO,All Grades,2016,Female,68,303.0,16.0,23.5,26.0,38.2,22.0,32.4,4.0,5.9,26.0,38.2,01M301
THE EAST VILLAGE COMMUNITY SCHOOL,5,2016,Female,6,304.0,1.0,16.7,4.0,66.7,0.0,0.0,1.0,16.7,1.0,16.7,01M315
PS 086 THE IRVINGTON,3,2016,Female,33,296.0,12.0,36.4,15.0,45.5,6.0,18.2,0.0,0.0,6.0,18.2,32K086
PS 036 SAINT ALBANS SCHOOL,All Grades,2015,Female,122,304.0,27.0,22.1,52.0,42.6,37.0,30.3,6.0,4.9,43.0,35.2,29Q036
PS 086 KINGSBRIDGE HEIGHTS,4,2017,Male,90,300.0,33.0,36.7,22.0,24.4,20.0,22.2,15.0,16.7,35.0,38.9,10X086
PS 013 M L LINDEMEYER,4,2017,Female,78,309.0,13.0,16.7,32.0,41.0,23.0,29.5,10.0,12.8,33.0,42.3,31R013
PACE SHUTTLE COLUMBIA SCHOOL,5,2017,Male,66,306.0,17.0,25.8,22.0,33.3,20.0,30.3,7.0,10.6,27.0,40.9,31R058
PS 257 JOHN F HYLAN,3,2015,Male,52,302.0,14.0,26.9,26.0,50.0,12.0,23.1,0.0,0.0,12.0,23.1,14K257
INSTITUTE FOR COLLABORATIVE EDUCATION,7,2014,Male,17,321.0,1.0,5.9,6.0,35.3,7.0,41.2,3.0,17.6,10.0,58.8,02M407
PS 076 WILLIAM HALLET,5,2015,Male,25,282.0,13.0,52.0,8.0,32.0,4.0,16.0,0.0,0.0,4.0,16.0,30Q076
MS 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,8,2017,Female,19,325.0,0.0,0.0,5.0,26.3,11.0,57.9,3.0,15.8,14.0,73.7,04M224
PS 282 PARK SLOPE,4,2016,Female,52,319.0,7.0,13.5,19.0,36.5,13.0,25.0,13.0,25.0,26.0,50.0,13K282
PS 219 PAUL KLAPPER,4,2013,Female,33,312.0,4.0,12.1,17.0,51.5,7.0,21.2,5.0,15.2,12.0,36.4,25Q219
PS 8 SHIRLEE SOLOMON,3,2013,Male,36,330.0,4.0,11.1,5.0,13.9,22.0,61.1,5.0,13.9,27.0,75.0,31R008
PSIS 137 RACHEL JEAN MITCHELL,5,2014,Female,17,292.0,8.0,47.1,6.0,35.3,3.0,17.6,0.0,0.0,3.0,17.6,23K137
PS 098 SHORAC KAPPOCK,All Grades,2013,Male,119,278.0,67.0,56.3,39.0,32.8,11.0,9.2,2.0,1.7,13.0,10.9,06M098
PS 025 EUBIE BLAKE SCHOOL,All Grades,2015,Female,32,279.0,18.0,56.3,10.0,31.3,4.0,12.5,0.0,0.0,4.0,12.5,16K025
ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,3,2017,Female,39,340.0,3.0,7.7,6.0,15.4,16.0,41.0,14.0,35.9,30.0,76.9,24Q290
THE LEXINGTON ACADEMY,4,2016,Male,22,300.0,7.0,31.8,8.0,36.4,4.0,18.2,3.0,13.6,7.0,31.8,04M072
PS 043,8,2016,Male,34,297.0,7.0,20.6,21.0,61.8,5.0,14.7,1.0,2.9,6.0,17.6,27Q043
PS 044 DAVID C FARRAGUT,3,2017,Male,15,292.0,7.0,46.7,2.0,13.3,6.0,40.0,0.0,0.0,6.0,40.0,12X044
ACADEMY OF ARTS AND LETTERS,6,2017,Female,31,334.0,0.0,0.0,10.0,32.3,7.0,22.6,14.0,45.2,21.0,67.7,13K492
BRONX GREEN MIDDLE SCHOOL,7,2014,Female,60,284.0,33.0,55.0,22.0,36.7,4.0,6.7,1.0,1.7,5.0,8.3,11X326
PS 165 EDITH K BERGTRAUM,3,2017,Male,54,319.0,10.0,18.5,11.0,20.4,25.0,46.3,8.0,14.8,33.0,61.1,25Q165
EAST BRONX ACADEMY FOR THE FUTURE,All Grades,2013,Male,109,278.0,55.0,50.5,45.0,41.3,6.0,5.5,3.0,2.8,9.0,8.3,12X271
PS 124 OSMOND A CHURCH,3,2015,Female,65,308.0,15.0,23.1,28.0,43.1,20.0,30.8,2.0,3.1,22.0,33.8,27Q124
PS 280,All Grades,2015,Male,120,281.0,65.0,54.2,36.0,30.0,16.0,13.3,3.0,2.5,19.0,15.8,30Q280
THE FRESH CREEK SCHOOL,All Grades,2016,Female,62,299.0,21.0,33.9,25.0,40.3,12.0,19.4,4.0,6.5,16.0,25.8,19K325
MS 267 MATH SCIENCE & TECHNOLOGY,6,2013,Male,41,281.0,21.0,51.2,17.0,41.5,2.0,4.9,1.0,2.4,3.0,7.3,16K267
TEACHERS PREPARATORY HS,6,2017,Female,11,272.0,6.0,54.5,4.0,36.4,1.0,9.1,0.0,0.0,1.0,9.1,23K697
PS 099 KEW GARDENS,5,2015,Male,63,302.0,18.0,28.6,20.0,31.7,17.0,27.0,8.0,12.7,25.0,39.7,28Q099
PS 152 DYCKMAN VALLEY,4,2014,Female,55,280.0,31.0,56.4,19.0,34.5,4.0,7.3,1.0,1.8,5.0,9.1,06M152
PS 140 NATHAN STRAUS,6,2013,Female,32,289.0,10.0,31.3,18.0,56.3,4.0,12.5,0.0,0.0,4.0,12.5,01M140
MOTT HALL COMMUNITY SCHOOL,6,2016,Male,39,277.0,23.0,59.0,14.0,35.9,1.0,2.6,1.0,2.6,2.0,5.1,08X467
PS 268 EMMA LAZARUS,5,2016,Male,31,277.0,19.0,61.3,10.0,32.3,2.0,6.5,0.0,0.0,2.0,6.5,18K268
PS 105 THE BAY SCHOOL,5,2013,Male,37,283.0,24.0,64.9,12.0,32.4,1.0,2.7,0.0,0.0,1.0,2.7,27Q105
NORMA ADAMS CLEMONS ACADEMY,5,2017,Male,60,282.0,31.0,51.7,22.0,36.7,5.0,8.3,2.0,3.3,7.0,11.7,17K006
MS 180 DR DANIEL HALE WILLIAMS,7,2016,Male,131,307.0,29.0,22.1,56.0,42.7,33.0,25.2,13.0,9.9,46.0,35.1,11X180
PS 009 SARAH ANDERSON,All Grades,2016,Female,148,345.0,7.0,4.7,11.0,7.4,60.0,40.5,70.0,47.3,130.0,87.8,03M009
PS 307 DANIEL HALE WILLIAMS,All Grades,2015,Male,76,276.0,45.0,59.2,23.0,30.3,6.0,7.9,2.0,2.6,8.0,10.5,13K307
CYNTHIA JENKINS SCHOOL,4,2015,Male,46,301.0,14.0,30.4,20.0,43.5,4.0,8.7,8.0,17.4,12.0,26.1,29Q037
PS 140 NATHAN STRAUS,6,2015,Male,24,269.0,17.0,70.8,6.0,25.0,1.0,4.2,0.0,0.0,1.0,4.2,01M140
THE HUNTS POINT SCHOOL,7,2013,Female,53,277.0,33.0,62.3,19.0,35.8,1.0,1.9,0.0,0.0,1.0,1.9,08X424
HOSTOS LINCOLN ACADEMY OF SCIENCE,All Grades,2015,Male,91,282.0,47.0,51.6,35.0,38.5,9.0,9.9,0.0,0.0,9.0,9.9,07X500
LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,5,2015,Male,30,280.0,15.0,50.0,12.0,40.0,3.0,10.0,0.0,0.0,3.0,10.0,10X307
PS 021 CRISPUS ATTUCKS,4,2016,Male,35,316.0,2.0,5.7,17.0,48.6,11.0,31.4,5.0,14.3,16.0,45.7,16K021
CHOOL FOR DEMOCRACY AND LEADERSHIP,6,2017,Female,2,,,,,,,,,,,,17K533
THE CHRISTA MCAULIFFE SCHOOL\IS 187,All Grades,2013,Female,446,349.0,2.0,0.4,26.0,5.8,136.0,30.5,282.0,63.2,418.0,93.7,20K187
PS 345 PATROLMAN ROBERT BOLDEN,All Grades,2017,Female,129,297.0,45.0,34.9,47.0,36.4,34.0,26.4,3.0,2.3,37.0,28.7,19K345
ESSENCE SCHOOL,All Grades,2016,Female,50,277.0,29.0,58.0,17.0,34.0,4.0,8.0,0.0,0.0,4.0,8.0,19K311
PS 229 EMANUEL KAPLAN,5,2017,Male,98,318.0,19.0,19.4,27.0,27.6,25.0,25.5,27.0,27.6,52.0,53.1,24Q229
PS 224 HALE A WOODRUFF,All Grades,2017,Male,97,270.0,68.0,70.1,19.0,19.6,9.0,9.3,1.0,1.0,10.0,10.3,19K224
PS 251 PAERDEGAT,3,2016,Male,35,308.0,11.0,31.4,9.0,25.7,13.0,37.1,2.0,5.7,15.0,42.9,22K251
MOTT HALL III,6,2013,Male,61,281.0,32.0,52.5,19.0,31.1,7.0,11.5,3.0,4.9,10.0,16.4,09X128
PS 076 A PHILIP RANDOLPH,5,2013,Male,22,288.0,10.0,45.5,10.0,45.5,2.0,9.1,0.0,0.0,2.0,9.1,03M076
PS 105 THE BAY SCHOOL,3,2014,Female,34,286.0,16.0,47.1,14.0,41.2,4.0,11.8,0.0,0.0,4.0,11.8,27Q105
ACADEMY OF ARTS AND LETTERS,All Grades,2017,Female,104,329.0,3.0,2.9,32.0,30.8,40.0,38.5,29.0,27.9,69.0,66.3,13K492
PS 084 STEINWAY,All Grades,2015,Male,79,293.0,30.0,38.0,35.0,44.3,10.0,12.7,4.0,5.1,14.0,17.7,30Q084
PS 031 SAMUEL F DUPONT,4,2017,Female,32,329.0,2.0,6.3,5.0,15.6,16.0,50.0,9.0,28.1,25.0,78.1,14K031
MS 061 DR GLADSTONE H ATWELL,6,2015,Female,117,294.0,42.0,35.9,51.0,43.6,15.0,12.8,9.0,7.7,24.0,20.5,17K061
NORTH BRONX SCHOOL OF EMPOWERMENT,All Grades,2016,Female,120,292.0,45.0,37.5,48.0,40.0,19.0,15.8,8.0,6.7,27.0,22.5,11X287
PS 199 JESSIE ISADOR STRAUS,3,2016,Female,70,348.0,1.0,1.4,6.0,8.6,36.0,51.4,27.0,38.6,63.0,90.0,03M199
PS 56 THE LOUIS DESARIO SCHOOL,3,2015,Female,54,340.0,1.0,1.9,9.0,16.7,28.0,51.9,16.0,29.6,44.0,81.5,31R056
PS 090 HORACE MANN,4,2013,Male,75,295.0,30.0,40.0,27.0,36.0,14.0,18.7,4.0,5.3,18.0,24.0,27Q090
I S 381,7,2013,Male,58,296.0,16.0,27.6,31.0,53.4,9.0,15.5,2.0,3.4,11.0,19.0,22K381
METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,7,2016,Female,59,317.0,3.0,5.1,26.0,44.1,22.0,37.3,8.0,13.6,30.0,50.8,28Q167
PS 063 OLD SOUTH,5,2014,Male,109,288.0,50.0,45.9,47.0,43.1,10.0,9.2,2.0,1.8,12.0,11.0,27Q063
PS 69 VINCENT D GRIPPO SCHOOL,All Grades,2016,Female,218,321.0,35.0,16.1,63.0,28.9,78.0,35.8,42.0,19.3,120.0,55.0,20K069
PS 120 QUEENS,All Grades,2013,Male,194,299.0,59.0,30.4,86.0,44.3,38.0,19.6,11.0,5.7,49.0,25.3,25Q120
JAMES WELDON JOHNSON,6,2016,Female,47,295.0,13.0,27.7,24.0,51.1,6.0,12.8,4.0,8.5,10.0,21.3,04M057
TEM INSTITUTE OF MANHATTAN,4,2014,Male,3,,,,,,,,,,,,03M241
PS 272 CURTIS ESTABROOK,All Grades,2017,Male,92,286.0,45.0,48.9,32.0,34.8,14.0,15.2,1.0,1.1,15.0,16.3,18K272
PS 022 THOMAS JEFFERSON,3,2013,Female,43,319.0,6.0,14.0,14.0,32.6,18.0,41.9,5.0,11.6,23.0,53.5,25Q022
PS X088  S SILVERSTEIN LITTLE SPARROW SCHOOL,3,2014,Male,27,290.0,12.0,44.4,11.0,40.7,4.0,14.8,0.0,0.0,4.0,14.8,09X088
COLUMBIA SECONDARY SCHOOL,8,2014,Female,39,333.0,0.0,0.0,11.0,28.2,13.0,33.3,15.0,38.5,28.0,71.8,05M362
PS 057 CRESCENT,4,2017,Male,31,296.0,11.0,35.5,15.0,48.4,3.0,9.7,2.0,6.5,5.0,16.1,12X057
THE CHILDREN S WORKSHOP SCHOOL,All Grades,2016,Female,42,323.0,5.0,11.9,9.0,21.4,20.0,47.6,8.0,19.0,28.0,66.7,01M361
PS 321 WILLIAM PENN,5,2015,Female,52,339.0,2.0,3.8,7.0,13.5,18.0,34.6,25.0,48.1,43.0,82.7,15K321
BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,3,2016,Male,20,284.0,11.0,55.0,7.0,35.0,2.0,10.0,0.0,0.0,2.0,10.0,17K705
PS 229 DYKER,7,2016,Male,54,313.0,10.0,18.5,19.0,35.2,18.0,33.3,7.0,13.0,25.0,46.3,20K229
KINGSBOROUGH EARLY COLLEGE SCHOOL,All Grades,2015,Male,102,296.0,29.0,28.4,52.0,51.0,19.0,18.6,2.0,2.0,21.0,20.6,21K468
PSMS 114 BELLE HARBOR,3,2014,Male,51,309.0,8.0,15.7,19.0,37.3,23.0,45.1,1.0,2.0,24.0,47.1,27Q114
FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,6,2016,Male,48,306.0,5.0,10.4,23.0,47.9,15.0,31.3,5.0,10.4,20.0,41.7,19K452
PECIAL MUSIC SCHOOL,6,2015,Male,8,,,,,,,,,,,,03M859
PS 083 DONALD HERTZ,5,2013,Female,87,304.0,23.0,26.4,28.0,32.2,31.0,35.6,5.0,5.7,36.0,41.4,11X083
PS 277,3,2014,Male,32,274.0,22.0,68.8,8.0,25.0,2.0,6.3,0.0,0.0,2.0,6.3,07X277
PS 132 RALPH BUNCHE,5,2013,Male,31,288.0,14.0,45.2,14.0,45.2,3.0,9.7,0.0,0.0,3.0,9.7,29Q132
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,6,2013,Male,33,268.0,22.0,66.7,11.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,07X551
PS 024 ANDREW JACKSON,5,2014,Female,68,319.0,6.0,8.8,25.0,36.8,25.0,36.8,12.0,17.6,37.0,54.4,25Q024
PS 005 HUGUENOT,3,2013,Female,14,309.0,1.0,7.1,10.0,71.4,3.0,21.4,0.0,0.0,3.0,21.4,31R005
MS 035 STEPHEN DECATUR,7,2014,Male,33,294.0,10.0,30.3,17.0,51.5,6.0,18.2,0.0,0.0,6.0,18.2,16K035
PS 055 MAURE,5,2017,Female,46,313.0,12.0,26.1,12.0,26.1,10.0,21.7,12.0,26.1,22.0,47.8,28Q055
THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,8,2017,Female,1,,,,,,,,,,,,02M347
JHS 234 ARTHUR W CUNNINGHAM,7,2014,Male,305,313.0,53.0,17.4,102.0,33.4,113.0,37.0,37.0,12.1,150.0,49.2,22K234
PS IS 155 NICHOLAS HERKIMER,4,2014,Male,21,286.0,9.0,42.9,11.0,52.4,1.0,4.8,0.0,0.0,1.0,4.8,23K155
PS 046 EDGAR ALLAN POE,4,2013,Female,91,272.0,59.0,64.8,23.0,25.3,9.0,9.9,0.0,0.0,9.0,9.9,10X046
UNSET PARK PREP,8,2015,Female,89,306.0,12.0,13.5,44.0,49.4,30.0,33.7,3.0,3.4,33.0,37.1,15K821
PSMS 114 BELLE HARBOR,3,2016,Female,38,331.0,4.0,10.5,4.0,10.5,25.0,65.8,5.0,13.2,30.0,78.9,27Q114
PS 108 SAL ABBRACCIAMENTO,4,2014,Male,69,302.0,21.0,30.4,27.0,39.1,13.0,18.8,8.0,11.6,21.0,30.4,19K108
PS 173 FRESH MEADOWS,3,2013,Female,83,322.0,7.0,8.4,28.0,33.7,39.0,47.0,9.0,10.8,48.0,57.8,26Q173
PS 279 HERMAN SCHREIBER,5,2016,Female,31,319.0,6.0,19.4,8.0,25.8,11.0,35.5,6.0,19.4,17.0,54.8,18K279
PS 247 BROOKLYN,All Grades,2013,Male,141,316.0,20.0,14.2,54.0,38.3,45.0,31.9,22.0,15.6,67.0,47.5,20K247
PS 024 ANDREW JACKSON,4,2014,Female,83,313.0,12.0,14.5,36.0,43.4,21.0,25.3,14.0,16.9,35.0,42.2,25Q024
PS 070,3,2015,Female,68,312.0,16.0,23.5,24.0,35.3,22.0,32.4,6.0,8.8,28.0,41.2,30Q070
PS 149 CHRISTA MCAULIFFE,4,2017,Male,119,300.0,32.0,26.9,53.0,44.5,25.0,21.0,9.0,7.6,34.0,28.6,30Q149
PS 100 THE CONEY ISLAND SCHOOL,4,2017,Female,46,342.0,1.0,2.2,6.0,13.0,12.0,26.1,27.0,58.7,39.0,84.8,21K100
IS 349 MATH SCIENCE & TECH,7,2014,Male,66,273.0,45.0,68.2,20.0,30.3,1.0,1.5,0.0,0.0,1.0,1.5,32K349
THE FAMILY SCHOOL,5,2013,Female,51,280.0,29.0,56.9,18.0,35.3,4.0,7.8,0.0,0.0,4.0,7.8,09X443
PS K225  THE EILEEN E ZAGLIN,5,2013,Male,47,304.0,12.0,25.5,20.0,42.6,12.0,25.5,3.0,6.4,15.0,31.9,21K225
GRANT AVENUE ELEMENTARY SCHOOL,All Grades,2014,Male,70,274.0,43.0,61.4,24.0,34.3,3.0,4.3,0.0,0.0,3.0,4.3,09X449
PS 166 HENRY GRADSTEIN,3,2014,Female,82,319.0,15.0,18.3,21.0,25.6,37.0,45.1,9.0,11.0,46.0,56.1,30Q166
OUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,7,2017,Male,43,302.0,7.0,16.3,26.0,60.5,9.0,20.9,1.0,2.3,10.0,23.3,07X221
PSIS 30 MARY WHITE OVINGTON,7,2015,Female,85,306.0,19.0,22.4,41.0,48.2,20.0,23.5,5.0,5.9,25.0,29.4,20K030
ACCION ACADEMY,7,2013,Female,29,296.0,13.0,44.8,10.0,34.5,4.0,13.8,2.0,6.9,6.0,20.7,12X341
PS 048 PO MICHAEL J BUCZEK,3,2016,Male,56,296.0,20.0,35.7,24.0,42.9,12.0,21.4,0.0,0.0,12.0,21.4,06M048
GRANT AVENUE ELEMENTARY SCHOOL,4,2017,Male,30,287.0,11.0,36.7,16.0,53.3,3.0,10.0,0.0,0.0,3.0,10.0,09X449
PS 145 THE BLOOMINGDALE SCHOOL,3,2014,Female,33,286.0,19.0,57.6,8.0,24.2,5.0,15.2,1.0,3.0,6.0,18.2,03M145
JHS 104 SIMON BARUCH,All Grades,2014,Female,464,317.0,43.0,9.3,179.0,38.6,154.0,33.2,88.0,19.0,242.0,52.2,02M104
PS 009 TEUNIS G BERGEN,3,2013,Female,36,319.0,7.0,19.4,10.0,27.8,13.0,36.1,6.0,16.7,19.0,52.8,13K009
AMISTAD DUAL LANGUAGE SCHOOL,5,2015,Female,22,291.0,7.0,31.8,15.0,68.2,0.0,0.0,0.0,0.0,0.0,0.0,06M311
PS 153 HELEN KELLER,3,2013,Female,50,322.0,6.0,12.0,18.0,36.0,19.0,38.0,7.0,14.0,26.0,52.0,11X153
ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,6,2015,Male,50,287.0,20.0,40.0,20.0,40.0,7.0,14.0,3.0,6.0,10.0,20.0,07X343
PS 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,3,2014,Male,66,287.0,37.0,56.1,19.0,28.8,10.0,15.2,0.0,0.0,10.0,15.2,20K506
PS 3 RAUL JULIA MICRO SOCIETY,7,2013,Male,18,285.0,8.0,44.4,8.0,44.4,2.0,11.1,0.0,0.0,2.0,11.1,10X003
PS 075 EMILY DICKINSON,All Grades,2013,Male,167,289.0,82.0,49.1,53.0,31.7,23.0,13.8,9.0,5.4,32.0,19.2,03M075
PS 048 WILLIAM G WILCOX,All Grades,2013,Female,138,318.0,16.0,11.6,51.0,37.0,49.0,35.5,22.0,15.9,71.0,51.4,31R048
IS 034 TOTTENVILLE,All Grades,2017,Male,528,313.0,75.0,14.2,203.0,38.4,154.0,29.2,96.0,18.2,250.0,47.3,31R034
MS K266  PARK PLACE COMMUNITY MIDDLE SCHOOL,6,2014,Male,16,277.0,7.0,43.8,8.0,50.0,1.0,6.3,0.0,0.0,1.0,6.3,13K266
PS 096 JOSEPH LANZETTA,8,2017,Female,36,299.0,7.0,19.4,21.0,58.3,5.0,13.9,3.0,8.3,8.0,22.2,04M096
PS 192 JACOB H SCHIFF,4,2017,Female,20,296.0,7.0,35.0,7.0,35.0,5.0,25.0,1.0,5.0,6.0,30.0,06M192
PS 054 CHARLES W LENG,4,2014,Female,61,314.0,10.0,16.4,24.0,39.3,18.0,29.5,9.0,14.8,27.0,44.3,31R054
JHS 127 THE CASTLE HILL,7,2014,Female,135,297.0,43.0,31.9,52.0,38.5,31.0,23.0,9.0,6.7,40.0,29.6,11X127
THE SCHOOL FOR FUTURE LEADERS,3,2017,Female,37,343.0,2.0,5.4,3.0,8.1,20.0,54.1,12.0,32.4,32.0,86.5,20K310
NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY AND MATH HS,All Grades,2015,Male,359,348.0,0.0,0.0,33.0,9.2,112.0,31.2,214.0,59.6,326.0,90.8,01M539
JHS 151 LOU GEHRIG,8,2016,Female,42,288.0,15.0,35.7,18.0,42.9,7.0,16.7,2.0,4.8,9.0,21.4,07X151
PS 143 LOUIS ARMSTRONG,3,2017,Female,148,293.0,69.0,46.6,36.0,24.3,39.0,26.4,4.0,2.7,43.0,29.1,24Q143
YOUNG SCHOLARS  ACADEMY FOR DISCOVERY AND EXPLORATION,All Grades,2015,Female,38,295.0,15.0,39.5,14.0,36.8,8.0,21.1,1.0,2.6,9.0,23.7,16K636
