Department Name,Program Name,Source Fund Name,Account Code,Account Name,Budget
Bureau of Sanitation,Solid Resources,Multi-Family Bulky Item Fee Fund (Sch. 50),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Solid Resources,Multi-Family Bulky Item Fee Fund (Sch. 50),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Solid Resources,Household Hazardous Waste Fund (Sch. 39),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Solid Resources,Used Oil Collection Trust Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Solid Resources,Used Oil Collection Trust Fund (Sch. 29),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Solid Resources,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Solid Resources,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Environmental Quality,General Fund,POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Environmental Quality,General Fund,RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Technology Support,General Fund,POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Technology Support,General Fund,RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Technology Support,Citywide Recycling Trust Fund (Sch. 32),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Technology Support,Solid Waste Resources Revenue Fund (Sch. 2),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Technology Support,Stormwater Pollution Abatement Fund (Sch. 7),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,Technology Support,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,General Administration and Support,Solid Waste Resources Revenue Fund (Sch. 2),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,General Administration and Support,Solid Waste Resources Revenue Fund (Sch. 2),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,General Administration and Support,Stormwater Pollution Abatement Fund (Sch. 7),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,General Administration and Support,Stormwater Pollution Abatement Fund (Sch. 7),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,General Administration and Support,Sewer Operations & Maintenance Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Sanitation,General Administration and Support,Sewer Operations & Maintenance Fund (Sch. 14),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,General Fund,POSAN,As Needed Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Special Gas Tax Improvement Fund (Sch. 5),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Street Lighting Maintenance Assessment Fund (Sch. 19),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Street Banners Revenue Trust Fund (Sch. 29),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Measure R Local Return Fund (Sch. 49),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Proposition C Anti-Gridlock Transit Fund (Sch. 27),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Proposition C Anti-Gridlock Transit Fund (Sch. 27),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Measure M Local Return Fund (Sch. 52),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Road Maintenance and Rehabilitation Program Special (Sch. 5),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Design and Construction,Sewer Capital Fund (Sch. 14),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,"System Operation, Maintenance, and Repair",General Fund,RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,"System Operation, Maintenance, and Repair",Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,"System Operation, Maintenance, and Repair",Special Gas Tax Improvement Fund (Sch. 5),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,"System Operation, Maintenance, and Repair",Street Lighting Maintenance Assessment Fund (Sch. 19),POSAN,As Needed Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,"System Operation, Maintenance, and Repair",Street Lighting Maintenance Assessment Fund (Sch. 19),POSHH,Hiring Hall Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,"System Operation, Maintenance, and Repair",Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,"System Operation, Maintenance, and Repair",Street Lighting Maintenance Assessment Fund (Sch. 19),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,Street Lighting Assessment,Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,General Administration and Support,Street Lighting Maintenance Assessment Fund (Sch. 19),POSAN,As Needed Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,General Administration and Support,Street Lighting Maintenance Assessment Fund (Sch. 19),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Lighting,General Administration and Support,Street Lighting Maintenance Assessment Fund (Sch. 19),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Investigation and Enforcement,General Fund,POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Investigation and Enforcement,General Fund,RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Investigation and Enforcement,Measure R Local Return Fund (Sch. 49),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Investigation and Enforcement,Sidewalk and Park Vending Trust Fund (Sch. 29),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Sweeping,General Fund,POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Sweeping,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Sweeping,Proposition A Local Transit Assistance Fund (Sch. 26),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Sweeping,Stormwater Pollution Abatement Fund (Sch. 7),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Sweeping,Measure R Local Return Fund (Sch. 49),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Tree and Parkway Maintenance,General Fund,POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Tree and Parkway Maintenance,General Fund,RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Tree and Parkway Maintenance,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Tree and Parkway Maintenance,Proposition C Anti-Gridlock Transit Fund (Sch. 27),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Tree and Parkway Maintenance,Sidewalk Repair Fund (Sch. 51),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Tree and Parkway Maintenance,Measure M Local Return Fund (Sch. 52),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Maintaining Streets,General Fund,POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Maintaining Streets,General Fund,RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Maintaining Streets,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Maintaining Streets,Proposition A Local Transit Assistance Fund (Sch. 26),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Maintaining Streets,Stormwater Pollution Abatement Fund (Sch. 7),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Maintaining Streets,Measure R Local Return Fund (Sch. 49),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Maintaining Streets,Measure R Local Return Fund (Sch. 49),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Maintaining Streets,Measure M Local Return Fund (Sch. 52),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Pavement Preservation,General Fund,POSHH,Hiring Hall Positions,2021-2022 Adopted Budget
Bureau of Street Services,Pavement Preservation,General Fund,POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Pavement Preservation,General Fund,RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Pavement Preservation,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Pavement Preservation,Special Gas Tax Improvement Fund (Sch. 5),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Pavement Preservation,Proposition A Local Transit Assistance Fund (Sch. 26),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Pavement Preservation,Street Damage Restoration Fee Fund (Sch. 47),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Pavement Preservation,Stormwater Pollution Abatement Fund (Sch. 7),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Pavement Preservation,Measure R Local Return Fund (Sch. 49),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Pavement Preservation,Measure M Local Return Fund (Sch. 52),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Construction,General Fund,POSHH,Hiring Hall Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Construction,General Fund,POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Construction,General Fund,RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Construction,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Construction,Proposition A Local Transit Assistance Fund (Sch. 26),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Construction,Stormwater Pollution Abatement Fund (Sch. 7),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Construction,Measure R Local Return Fund (Sch. 49),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Construction,Proposition C Anti-Gridlock Transit Fund (Sch. 27),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Construction,Sidewalk Repair Fund (Sch. 51),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Construction,Measure M Local Return Fund (Sch. 52),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Engineering,General Fund,POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Engineering,General Fund,RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Engineering,Special Gas Tax Improvement Fund (Sch. 5),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Engineering,Special Gas Tax Improvement Fund (Sch. 5),RESSG,Civilian Resolution Authority Positions,2021-2022 Adopted Budget
Bureau of Street Services,Street Improvement Engineering,Proposition A Local Transit Assistance Fund (Sch. 26),POSSG,Civilian Regular Authority Positions,2021-2022 Adopted Budget
