ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,New Georeferenced Column,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
1902,X475,10X477,MARBLE HILL HS FOR INTERNATIONAL STUDIES(XW),X477,99 TERRACE VIEW AVENUE,X,10,345,99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,7,Bronx Engineering and Technology Academy|Bronx School of Law and Finance|English Language Learners and International Support Prep Academy|JFK HS|Marble Hill High School for International Studies|Kennedy GED|Bronx Theatre High School|THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW)|THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW)|99 TERRACE VIEW AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.912287 40.87705),11272,48,4,39,33
1613,X090,09X443,The Family School,X443,1116 SHERIDAN AVENUE,X,9,519,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,2,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-96.066943 46.272598),7758,,,,
1635,X101,75X010,P10(XE),X010,2750 LAFAYETTE AVENUE,X,8,549,2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. 100 |  PS101 |  P.S. 304 Early Childhood School |  2750 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.829683 40.827515),11274,43,5,12,28
1805,X254,10X254,MS 254(XW),X254,2425 WASHINGTON AVENUE,X,10,476,,1,MS 254(XW),1,2,1,1,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-118.481902 34.037733),25712,,,,
1367,Q515,25Q525,TOWNSEND HARRIS HS(QUEENS),Q525,149-11 MELBOURNE AVENUE,Q,25,851,,1,TOWNSEND HARRIS HS(QUEENS),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.821437 40.734385),14509,25,3,24,65
1880,X435,10X439,BRONX HS FOR LAW & COMMUNITY SERVICE(XW),X439,500 EAST FORDHAM ROAD,X,10,327,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,6,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy International|  Belmont Preparatory High School|Fordham High School for the Arts|  Fordham Leadership Academy for Business and Technology|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.888197 40.859948),10936,35,5,22,31
1591,X077,85X196,PS 196(BRONX),X196,1250 WARD AVENUE,X,12,907,1250 Ward Avenue CONSOLIDATED LOCATION,2,P.S. 195 |  P.S. 196 |  1250 WARD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,POINT (-73.877788 40.830751),11610,58,5,31,26
1866,X425,11X545,BRONX AEROSPACE HS(XE),X545,800 EAST GUN HILL RD,X,11,254,800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,8,Bronx High School for Writing and Communication Arts |  Bronx Lab School |  High School of Computers and Technology |  Bronx Academy of Health Careers |High School for Contemporary Arts |  Bronx Aerospace High School | EVANDER CHILDS EVENING H.S.  |800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.861372 40.875774),11605,29,5,2,30
1404,Q798,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION(QN),Q580,34-12 36 Ave,Q,30,464,,1,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION(QN),0,1,1,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.926805 40.755203),16863,39,3,33,72
1479,R435,76R901,NEW DORP EVENING,R901,465 NEW DORP LANE,R,31,EVENING SCHOOL,465 NEW DORP LANE CONSOLIDATED LOCATION,2,New Dorp High School| New Dorp Evening Hs | 465 NEW DORP LANE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-74.107575 40.569355),10693,30,1,14,76
1892,X455,11X455,HARRY S TRUMAN HS(XE),X455,750 BAYCHESTER AVENUE,X,11,1589,750 BAYCHESTER AVE CONSOLIDATED LOCATION,2,Bronx Health Sciences High School |  Harry S Truman High School |  750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,8C,1501-1750,N/A,N/A,N/A,N/A,N/A,POINT (-73.833835 40.874085),12344,43,5,2,28
1795,X198,,1180 Tinton Ave. CONSOLIDATED LOCATION,,1180 TINTON AVENUE,X,12,632,1180 Tinton Ave. CONSOLIDATED LOCATION,2,PS 212(XE)|URBAN SCHOLARS COMMUNITY SCHOOL(BRONX)|1180 Tinton Ave. CONSOLIDATED LOCATION,0,4,3,1,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.900601 40.82875),10934,34,5,43,25
1355,Q470,28Q350,JAMAICA GATEWAY TO THE SCIENCES(QS),Q350,167-01 GOTHIC DRIVE,Q,28,404,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,4,Queens Collegiate: A College Board School| Hillside Arts & Letters Academy| High School for Community Leadership| Jamaica Gateway to the Sciences|Jamaica HS| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.799054 40.713533),24340,25,3,24,65
1752,X166,09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING(XW),X324,250 EAST 164 STREET,X,9,455,250 EAST 164 STREET CONSOLIDATED LOCATION,3,Bronx Early College Academy for Teaching & Learning |  Grant Avenue Elementary School |  Science and Technology Academy: A Mott Hall School |  250 EAST 164 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.231518 42.308928),12142,,,,
1790,X193,12X318,MS 318(XW),X318,1919 PROSPECT AVENUE,X,12,261,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,2,"P.S. 211| I.S. X318 Math, Science & Technology Through Arts| 1919 PROSPECT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-87.8328 41.986541),9012,,,,
1330,Q435,26Q435,MARTIN VAN BUREN HS(QS),Q435,230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,Q,26,919,230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,2,Business Technology Early College High School |  Martin Van Buren High School |  230-17 HILLSIDE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,POINT (-73.739143 40.732982),24336,63,3,16,63
1507,X011,09X011,PS 11(XW),X011,1257 OGDEN AVENUE,X,9,586,,1,PS 11(XW),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.925555 40.839625),10930,50,5,42,27
1518,X020,,3050 WEBSTER AVENUE CONSOLIDATED LOCATION,,3050 WEBSTER AVENUE,X,10,1590,3050 WEBSTER AVENUE CONSOLIDATED LOCATION,2,PS 20(BRONX)| P168(XW)| 3050 WEBSTER AVENUE CONSOLIDATED LOCATION,1,4,2,3,2,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,POINT (-73.879197 40.869771),11605,24,5,40,34
1897,X470,07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL(BRONX),X495,701 Saint Anns Avenue,X,7,381,750 BAYCHESTER AVE CONSOLIDATED LOCATION,2,Mott Haven Village Preparatory High School |  University Heights Secondary School |  701 ST. ANNS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.911156 40.817928),10933,49,5,43,23
1941,X884,,350 GERARD AVENUE CONSOLIDATED LOCATION,,350 GERARD AVENUE,X,7,599,350 GERARD AVENUE CONSOLIDATED LOCATION,2,Community School for Social Justice |  Health Opportunities High School |  350 GERARD AVENUE CONSOLIDATED LOCATION,1,8,34,1,6,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-75.126417 40.069997),6957,,,,
1420,R007,31R007,IS 7(SI),R007,1270 HUGUENOT AVENUE,R,31,1165,,1,IS 7(SI),0,1,3,0,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-74.185686 40.523408),10699,15,1,9,77
1464,R053,31R053,PS 53(STATEN ISLAND),R053,330 DURANT AVENUE,R,31,750,,1,PS 53(STATEN ISLAND),0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.13756 40.552288),10695,15,1,9,76
1372,Q570,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HS(QN),Q501,35-12 35th Ave.,Q,30,776,,1,FRANK SINATRA SCHOOL OF THE ARTS HS(QN),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-89.104158 30.393305),11420,,,,
1598,X080,10X080,MS 80(XW),X080,149 EAST MOSHOLU PARKWAY,X,10,671,149 EAST MOSHOLU PARKWAY CONSOLIDATED LOCATION,2,J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.881701 40.876757),11605,24,5,40,34
1731,X152,08X152,PS 152(BRONX),X152,1007 EVERGREEN AVENUE,X,8,845,,1,PS 152(BRONX),0,0,2,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-81.067476 33.984681),12301,,,,
1791,X193,,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,,1919 PROSPECT AVENUE,X,12,824,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,2,"P.S. 211| I.S. X318 Math, Science & Technology Through Arts| 1919 PROSPECT AVENUE CONSOLIDATED LOCATION",1,3,7,2,2,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-87.8328 41.986541),9012,,,,
1394,Q735,24Q299,BARD HS EARLY COLLEGE II(QN),Q299,30-20 Thomson Ave.,Q,24,467,30-20 THOMSON AVENUE  CONSOLIDATED LOCATION,3,Academy of Finance and  Enterprise |  High School of Applied Communication |  Bard High School Early College Queens |  30-20 THOMSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.936788 40.745129),16858,53,3,33,66
1669,X119,08X119,PS 119(XE),X119,1075 PUGSLEY AVENUE,X,8,854,,1,PS 119(XE),0,1,0,0,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.8566 40.828708),11610,58,5,31,26
1907,X498,08X498,VAN NEST ACADEMY(BRONX),X498,1640 Bronxdale Ave.,X,8,634,1640 Bronxdale Ave. CONSOLIDATED LOCATION,2,VAN NEST ACADEMY|Icahn Charter School 2|1640 BRONXDALE AVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.858309 40.844818),11271,59,5,12,32
1545,X041,11X041,PS 41(BRONX),X041,3352 OLINVILLE AVENUE,X,11,944,,1,PS 41(BRONX),1,3,10,3,1,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.868154 40.874762),11605,29,5,2,30
1724,X149,07X223,MS 223 THE LABORATORY SCHOOL OF FINANCE & TECHNOLOGY(XW),X223,360 EAST 145 STREET,X,7,581,360 EAST 145 STREET CONSOLIDATED LOCATION,2,South Bronx Preparatory: A College Board School |  M.S. 223 The Laboratory School of Finance and Tech |  360 EAST 145 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.232997 42.311995),12142,,,,
1489,R825,75R825,P25 ANNEX ARTHUR KILL ROAD(SI),R025,4210 Arthur Kill Rd,R,31,SCHOOL CLOSED,,1,P25 ANNEX ARTHUR KILL ROAD(SI),1,0,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-74.237558 40.539698),10696,15,1,9,77
1879,X435,10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLOGY(XW),X438,500 EAST FORDHAM ROAD,X,10,260,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,6,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy International|  Belmont Preparatory High School|Fordham High School for the Arts|  Fordham Leadership Academy for Business and Technology|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.888197 40.859948),10936,35,5,22,31
1283,Q239,24Q239,PS 239 (QUEENS),Q239,17-15 WEIRFIELD ST,Q,24,520,,1,PS 239 (QUEENS),0,1,0,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.903626 40.699319),15310,54,3,30,62
1664,X116,,977 FOX STREET CONSOLIDATED LOCATION,,977 FOX STREET,X,12,1169,977 FOX STREET CONSOLIDATED LOCATION,4,IS 216 BUSINESS SCHOOL FOR ENTREPREN. STUDIES(XE)| ENTRADA ACADEMY(XE)| IS 217 SCHOOL OF PERFORMING ARTS(BRONX)| ACCION ACADEMY(XW)| SOUTH BRONX CLASSICAL CHARTER SCHOOL(XE)| 977 FOX STREET CONSOLIDATED LOCATION,2,3,13,1,4,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-73.893883 40.822084),10937,8,5,43,24
1574,X066,12X286,FANNIE LOU HAMER MIDDLE SCHOOL(XE),X286,1001 JENNINGS STREET,X,12,277,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.886788 40.831052),11269,34,5,43,25
1399,Q744,24Q744,VOYAGES PREPARATORY(QN),Q744,45-10 94th St,Q,24,166,45-10 94th St CONSOLIDATED LOCATION,3,Civic Leadership Academy |  Pan American International High School  |   VOYAGES Preparatory |  45-10 94TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.870547 40.743357),14784,66,3,5,68
1835,X405,08X405,HERBERT H LEHMAN HS(XE),X405,3000 EAST TREMONT AVENUE,X,8,600,3000 EAST TREMONT AVE CONSOLIDATED LOCATION,6,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.837651 40.840314),11270,43,5,12,28
1567,X061,12X190,IS 190(XE),X190,1550 Crotona Park East,X,12,242,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,2,P.S. 061 Francisco Oller |  E.S.M.T- I.S. 190 |  1550 CROTONA PARK EAST CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.892792 40.836608),11269,34,5,43,25
1492,R840,75R037,P37(SI),R037,15 FAIRFIELD STREET,R,31,360,,1,P37(SI),0,2,0,1,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-74.15112 40.563832),10695,15,1,9,76
1259,Q221,26Q221,PS 221(QUEENS),Q221,57-40 MARATHON PARKWAY,Q,26,623,,1,PS 221(QUEENS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.730986 40.758879),14197,26,3,16,69
1534,X033,10X033,PS 33(BRONX),X033,2424 JEROME AVENUE,X,10,871,,1,PS 33(BRONX),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-84.233877 39.744076),20205,,,,
1775,X183,07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS(XW),X551,339 MORRIS AVENUE,X,7,515,339 MORRIS AVENUE CONSOLIDATED LOCATION,3,P.S. 168|Success Academy Charter School - Bronx 1|The Urban Assembly Bronx Academy of Letters|MS 203|339 MORRIS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-74.192728 40.735123),15578,,,,
1708,X143,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM(BRONX),X244,120 WEST 231 STREET,X,10,741,120 WEST 231 STREET CONSOLIDATED LOCATION,2,"The Marie Curie School for Medicine, Nursing, and |  The New School for Leadership and Journalism |  120 WEST 231 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-89.412982 34.387025),7424,,,,
1701,X139,,IS 139(XW)|MS 222(XW)|PS/IS 224 (BRONX)|INTERNATIONAL COMMUNITY HS(XW)|ACADEMY OF APPLIED MATHEMATICS & TECHNOLOGY(XW)|345 BROOK AVENUE CONSOLIDATED LOCATION,,345 Brook Ave,X,7,985,345 BROOK AVENUE CONSOLIDATED LOCATION,3,IS 139(XW)|MS 222(XW)|PS/IS 224 (BRONX)|INTERNATIONAL COMMUNITY HS(XW)|ACADEMY OF APPLIED MATHEMATICS & TECHNOLOGY(XW)|345 BROOK AVENUE CONSOLIDATED LOCATION,1,7,25,2,5,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.917706 40.810175),10932,49,5,35,23
1508,X012,11X012,PS 12(XE),X012,2555 TRATMAN AVENUE,X,11,285,,1,PS 12(XE),0,2,1,0,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.844151 40.84036),11270,43,5,12,28
1345,Q460,25Q460,FLUSHING HS(QN),Q460,35-01 UNION STREET,Q,25,1372,35-01 Union Street CONSOLIDATED LOCATION,3,Veritas Academy|  Queens High School for Language Studies|  Flushing High School|35-01 Union Street consolidated location,N/A,N/A,N/A,N/A,N/A,7C,1251-1500,N/A,N/A,N/A,N/A,N/A,POINT (-97.614196 32.941496),10662,,,,
1925,X779,10X315,PS 315(BRONX),X315,2246 JEROME AVENUE,X,10,247,,1,PS 315(BRONX),0,0,1,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.904088 40.858048),10931,6,5,29,29
1433,R023,31R023,PS 23(STATEN ISLAND),R023,30 NATICK STREET,R,31,527,,1,PS 23(STATEN ISLAND),0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.133274 40.571122),10693,15,1,14,76
1295,Q268,29Q268,PS 268 (QUEENS),Q268,92-07 175 STREET,Q,29,620,,1,PS 268 (QUEENS),2,1,3,1,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.785652 40.707539),24668,41,3,6,61
1930,X790,,730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,,730 CONCOURSE VILLAGE WEST,X,7,1081,730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,3,Bronx Leadership Academy II High School |  New Explorers High School |  Urban Assembly School for Careers in Sports |  730 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,0,8,15,0,7,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-73.923948 40.822117),10929,50,5,43,27
1742,X158,84X482,Dr. Richard Izquierdo Health and Science Charter School,X482,800 HOME STREET,X,12,725,800 HOME STREET CONSOLIDATED LOCATION,4,IS 158(XE)  | BRONX LATIN(XE)  | BRONX CAREER & COLLEGE PREPARATORY HS(XE)  | Dr. Richard Izquierdo Health and Science Charter School  | 800 HOME STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.900326 40.827783),10934,34,5,42,25
1759,X169,11X169,BAYCHESTER ACADEMY(XE),X169,3500 Edson Ave.,X,11,374,,1,BAYCHESTER ACADEMY(XE),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.839806 40.881192),11275,29,5,2,30
1948,X970,,1595 BATHGATE AVENUE CONSOLIDATED LOCATION,,1595 BATHGATE AVENUE,X,9,1149,1595 BATHGATE AVENUE CONSOLIDATED LOCATION,3,Urban Assembly School for Applied Math and Science |  Mott Hall Bronx High School |  Validus Preparatory Academy: An Expeditionary Lear |  1595 BATHGATE AVENUE CONSOLIDATED LOCATION,0,0,17,0,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-73.901283 40.839307),10935,34,5,42,25
1696,X137,,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,,2225 WEBSTER AVENUE,X,10,1037,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,2,Theatre Arts Production Company School |  Ms 391 |  2225 WEBSTER AVENUE CONSOLIDATED LOCATION,1,11,18,4,5,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-73.896574 40.854711),10935,6,5,22,29
1861,X425,11X253,BRONX HS FOR WRITING & COMMUNICATION ARTS(XE),X253,800 EAST GUN HILL ROAD,X,11,253,800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,8,Bronx High School for Writing and Communication Arts |  Bronx Lab School |  High School of Computers and Technology |  Bronx Academy of Health Careers |High School for Contemporary Arts |  Bronx Aerospace High School | EVANDER CHILDS EVENING H.S.  |800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.861372 40.875774),11605,29,5,2,30
1428,R018,31R018,PS 18(STATEN ISLAND),R018,221 BROADWAY,R,31,526,,1,PS 18(STATEN ISLAND),3,1,2,3,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-91.229916 38.41736),19523,,,,
1801,X229,09X274,The New American Academy at Roberto Clemente State Park,X274,275 HARLEM RIVER PARK BRIDGE,X,9,748,,1,The New American Academy at Roberto Clemente State Park,0,3,4,1,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.921523 40.852594),10931,6,5,42,29
1954,XAJF,12M455,WILDCAT HS(BRONX),X607,1201 LAFAYETTE AVENUE,X,8,SCHOOL CLOSED,,1,WILDCAT HS(BRONX),0,1,5,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-73.890831 40.816475),12343,8,5,43,24
1936,X876,09X525,BRONX LEADERSHIP ACADEMY HS(XE),X525,1710 WEBSTER AVENUE,X,9,474,,1,BRONX LEADERSHIP ACADEMY HS(XE),0,3,12,0,3,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-78.936251 35.088461),14578,,,,
1819,X362,11X270,ACADEMY FOR SCHOLARSHIP & ENTREPRENEURSHIP(XE),X270,921 East 228 St.,X,11,300,921 East 228 St. CONSOLIDATED LOCATION,3,Academy for Scholarship and Entrepreneurship: A Co |  New World High School |  The Bronxwood Preparatory Academy |  921 EAST 228TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-87.995888 41.665588),9707,,,,
1644,X107,08X107,PS 107(XE),X107,1695 SEWARD AVENUE,X,8,516,,1,PS 107(XE),1,0,1,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.868394 40.818453),11611,58,5,31,26
1522,X022,,270 EAST 167 STREET CONSOLIDATED LOCATION,,270 EAST 167 STREET,X,9,891,270 EAST 167 STREET CONSOLIDATED LOCATION,2,J.H.S. 022 Jordan L. Mott |  Bronx Writing Academy |  270 EAST 167 STREET CONSOLIDATED LOCATION,1,4,7,2,2,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-78.902411 42.93882),2232,,,,
1919,X660,10X524,CROTONA INTERNATIONAL HS(XW),X524,2474 CROTONA AVENUE,X,10,264,2474 CROTONA AVENUE CONSOLIDATED LOCATION,3,Bronx Academy for Software Engineering (BASE) |  Crotona International High School |  High School for Energy and Technology |    2474 CROTONA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.882905 40.855356),10936,35,5,22,31
1475,R071,31R048,PS 48(STATEN ISLAND),R048,1055 TARGEE STREET,R,31,966,,1,PS 48(STATEN ISLAND),0,0,3,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-74.091317 40.602656),10691,30,1,14,76
1756,X167,12X214,PS 214(BRONX),X214,1970 WEST FARMS ROAD,X,12,1036,1970 WEST FARMS ROAD CONSOLIDATED LOCATION,2,P.S. 214 |  Emolior Academy |  1970 WEST FARMS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,POINT (-73.880489 40.839252),11269,35,5,43,31
1376,Q610,24Q610,AVIATION CAREER & TECHNICAL EDUCATION HS(QN),Q610,45-30 36 STREET,Q,24,1445,,1,AVIATION CAREER & TECHNICAL EDUCATION HS(QN),0,4,0,2,2,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-98.94663 29.577233),10908,,,,
1888,X450,08X452,GOTHAM COLLABORATIVE HIGH SCHOOL (BRONX GUILD)(XE),X452,1980 LAFAYETTE AVENUE,X,8,428,1980 LAFAYETTE AVE CONSOLIDATED LOCATION,6,Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Board School|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Gotham Collaborative HS|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.855917 40.822334),11611,58,5,31,26
1786,X192,08X392,BRONX DELTA SCHOOL(XE),X392,650 Hollywood Avenue,X,8,240,650 Hollywood Avenue CONSOLIDATED LOCATION,3,IS 192(XE)|URBAN INSTITUTE OF MATHEMATICS (BRONX)|BRONX DELTA SCHOOL(XE)|MOTT HALL COMMUNITY SCHOOL(XE)|650 Hollywood Avenue CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.818473 40.826596),11274,43,5,12,28
1610,X087,11X087,PS 87(BRONX),X087,1935 BUSSING AVENUE,X,11,619,,1,PS 87(BRONX),0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.845726 40.895171),11275,29,5,2,30
1387,Q707,25Q670,ROBERT F. KENNEDY COMMUNITY HS(QUEENS),Q670,75-40 Parsons Boulevard,Q,25,606,,1,ROBERT F. KENNEDY COMMUNITY HS(QUEENS),2,1,2,1,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-72.339785 41.121358),26159,,,,
