all/school_gender.csv.DBN,all/school_gender.csv.chool Name,all/school_gender.csv.Grade,all/school_gender.csv.Year,all/school_gender.csv.Category,all/school_gender.csv.Number Tested,all/school_gender.csv.Mean Scale Score,all/school_gender.csv.Level1_N,all/school_gender.csv.Level1_%,all/school_gender.csv.Level2_N,all/school_gender.csv.Level2_%,all/school_gender.csv.Level3_N,all/school_gender.csv.Level3_%,all/school_gender.csv.Level4_N,all/school_gender.csv.Level4_%,all/school_gender.csv.Level3+4_N,all/school_gender.csv.Level3+4_%
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE THE,All Grades,2016,Male,123,283.0,59.0,48.0,46.0,37.4,17.0,13.8,1.0,0.8,18.0,14.6
17K167,PS 167 THE PARKWAY,3,2013,Female,27,291.0,10.0,37.0,15.0,55.6,2.0,7.4,0.0,0.0,2.0,7.4
29Q156,PS 156 LAURELTON,4,2014,Female,33,291.0,13.0,39.4,15.0,45.5,3.0,9.1,2.0,6.1,5.0,15.2
10X382,ELEMENTARY SCHOOL FOR MATH SCIENCE AND TECHNOLOGY,All Grades,2016,Female,65,290.0,34.0,52.3,15.0,23.1,13.0,20.0,3.0,4.6,16.0,24.6
03M208,PS 208 ALAIN L LOCKE,All Grades,2015,Male,64,281.0,31.0,48.4,23.0,35.9,9.0,14.1,1.0,1.6,10.0,15.6
14K018,PS 018 EDWARD BUSH,3,2017,Female,6,289.0,4.0,66.7,0.0,0.0,2.0,33.3,0.0,0.0,2.0,33.3
16K040,PS 040 GEORGE W CARVER,3,2017,Female,29,312.0,7.0,24.1,12.0,41.4,7.0,24.1,3.0,10.3,10.0,34.5
24Q087,PSIS 087 MIDDLE VILLAGE,5,2016,Male,32,291.0,13.0,40.6,9.0,28.1,6.0,18.8,4.0,12.5,10.0,31.3
27Q146,PS 146 HOWARD BEACH,5,2017,Male,48,306.0,11.0,22.9,19.0,39.6,14.0,29.2,4.0,8.3,18.0,37.5
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,6,2017,Female,60,318.0,9.0,15.0,15.0,25.0,16.0,26.7,20.0,33.3,36.0,60.0
15K464,PARK SLOPE COLLEGIATE,8,2017,Female,8,295.0,3.0,37.5,2.0,25.0,2.0,25.0,1.0,12.5,3.0,37.5
20K160,PS 160 WILLIAM T SAMPSON,3,2013,Female,73,305.0,22.0,30.1,22.0,30.1,26.0,35.6,3.0,4.1,29.0,39.7
10X447,CRESTON ACADEMY,7,2017,Male,72,290.0,26.0,36.1,29.0,40.3,15.0,20.8,2.0,2.8,17.0,23.6
20K187,THE CHRISTA MCAULIFFE SCHOOL\IS 187,7,2016,Female,159,356.0,0.0,0.0,2.0,1.3,30.0,18.9,127.0,79.9,157.0,98.7
22K240,ANDRIES HUDDE,6,2017,Female,109,294.0,35.0,32.1,55.0,50.5,13.0,11.9,6.0,5.5,19.0,17.4
19K007,PS 007 ABRAHAM LINCOLN,4,2016,Male,84,300.0,23.0,27.4,28.0,33.3,30.0,35.7,3.0,3.6,33.0,39.3
31R030,PS 030 WESTERLEIGH,All Grades,2014,Male,212,298.0,67.0,31.6,84.0,39.6,51.0,24.1,10.0,4.7,61.0,28.8
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,8,2014,Female,6,,,,,,,,,,,
26Q216,JHS 216 GEORGE J RYAN,6,2017,Male,231,321.0,20.0,8.7,77.0,33.3,51.0,22.1,83.0,35.9,134.0,58.0
27Q123,PS 123,4,2014,Female,47,289.0,18.0,38.3,21.0,44.7,6.0,12.8,2.0,4.3,8.0,17.0
17K394,MS K394,7,2013,Male,38,285.0,18.0,47.4,18.0,47.4,1.0,2.6,1.0,2.6,2.0,5.3
12X067,PS 067 MOHEGAN SCHOOL,All Grades,2017,Female,114,306.0,32.0,28.1,38.0,33.3,33.0,28.9,11.0,9.6,44.0,38.6
14K050,JHS 050 JOHN D WELLS,8,2017,Male,35,283.0,18.0,51.4,10.0,28.6,5.0,14.3,2.0,5.7,7.0,20.0
31R061,IS 061 WILLIAM A MORRIS,8,2014,Female,221,295.0,77.0,34.8,72.0,32.6,54.0,24.4,18.0,8.1,72.0,32.6
01M015,PS 015 ROBERTO CLEMENTE,4,2016,Female,6,300.0,2.0,33.3,2.0,33.3,2.0,33.3,0.0,0.0,2.0,33.3
20K105,PS 105 THE BLYTHEBOURNE,4,2014,Male,156,303.0,45.0,28.8,56.0,35.9,37.0,23.7,18.0,11.5,55.0,35.3
11X096,PS 096 RICHARD RODGERS,3,2013,Female,89,296.0,39.0,43.8,27.0,30.3,22.0,24.7,1.0,1.1,23.0,25.8
12X190,ESMT IS 190,All Grades,2014,Female,112,290.0,41.0,36.6,56.0,50.0,14.0,12.5,1.0,0.9,15.0,13.4
16K262,PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,8,2013,Male,22,268.0,14.0,63.6,7.0,31.8,1.0,4.5,0.0,0.0,1.0,4.5
14K120,PS 120 CARLOS TAPIA,4,2016,Female,27,301.0,7.0,25.9,10.0,37.0,9.0,33.3,1.0,3.7,10.0,37.0
09X132,PS 132 GARRET A MORGAN,3,2016,Female,34,294.0,14.0,41.2,17.0,50.0,3.0,8.8,0.0,0.0,3.0,8.8
22K194,PS 194 RAOUL WALLENBERG,4,2015,Male,34,277.0,18.0,52.9,14.0,41.2,1.0,2.9,1.0,2.9,2.0,5.9
22K251,PS 251 PAERDEGAT,4,2016,Male,42,287.0,18.0,42.9,18.0,42.9,5.0,11.9,1.0,2.4,6.0,14.3
10X086,PS 086 KINGSBRIDGE HEIGHTS,5,2017,Male,124,293.0,54.0,43.5,38.0,30.6,21.0,16.9,11.0,8.9,32.0,25.8
23K178,PS 178 SAINT CLAIR MCKELWAY,4,2017,Female,25,289.0,11.0,44.0,10.0,40.0,3.0,12.0,1.0,4.0,4.0,16.0
03M862,MOTT HALL II,6,2013,Male,49,303.0,7.0,14.3,31.0,63.3,6.0,12.2,5.0,10.2,11.0,22.4
04M038,PS 38 ROBERTO CLEMENTE,4,2016,Female,9,300.0,3.0,33.3,4.0,44.4,2.0,22.2,0.0,0.0,2.0,22.2
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,8,2017,Female,46,319.0,1.0,2.2,20.0,43.5,17.0,37.0,8.0,17.4,25.0,54.3
04M497,CENTRAL PARK EAST I,All Grades,2013,Female,36,321.0,1.0,2.8,16.0,44.4,16.0,44.4,3.0,8.3,19.0,52.8
21K228,IS 228 DAVID A BOODY,All Grades,2013,Male,470,291.0,168.0,35.7,196.0,41.7,92.0,19.6,14.0,3.0,106.0,22.6
23K073,PS 073 THOMAS S BOYLAND,8,2013,Female,14,277.0,9.0,64.3,5.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0
11X089,PS 089 BRONX,3,2015,Male,68,271.0,48.0,70.6,11.0,16.2,9.0,13.2,0.0,0.0,9.0,13.2
24Q877,THE 51 AVENUE ACADEMY  THE PATH TO ACADEMIC EXCELLENCE,All Grades,2017,Female,203,316.0,41.0,20.2,59.0,29.1,62.0,30.5,41.0,20.2,103.0,50.7
16K584,MS 584,7,2014,Female,18,277.0,11.0,61.1,7.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0
28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,All Grades,2016,Male,14,343.0,1.0,7.1,1.0,7.1,8.0,57.1,4.0,28.6,12.0,85.7
17K375,PS 375 JACKIE ROBINSON SCHOOL,All Grades,2013,Female,112,289.0,52.0,46.4,45.0,40.2,10.0,8.9,5.0,4.5,15.0,13.4
03M859,PECIAL MUSIC SCHOOL,4,2013,Female,8,339.0,0.0,0.0,1.0,12.5,3.0,37.5,4.0,50.0,7.0,87.5
10X015,PS X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,5,2016,Female,23,308.0,6.0,26.1,12.0,52.2,2.0,8.7,3.0,13.0,5.0,21.7
32K291,JHS 291 ROLAND HAYES,All Grades,2015,Female,177,284.0,84.0,47.5,72.0,40.7,17.0,9.6,4.0,2.3,21.0,11.9
29Q270,THE GORDON PARKS SCHOOL,8,2015,Female,31,296.0,7.0,22.6,17.0,54.8,6.0,19.4,1.0,3.2,7.0,22.6
06M326,MS 326  WRITERS TODAY & LEADERS TOMORROW,8,2016,Female,42,296.0,11.0,26.2,17.0,40.5,12.0,28.6,2.0,4.8,14.0,33.3
17K340,IS 340,6,2013,Female,36,318.0,1.0,2.8,21.0,58.3,8.0,22.2,6.0,16.7,14.0,38.9
17K533,CHOOL FOR DEMOCRACY AND LEADERSHIP,7,2016,Female,4,,,,,,,,,,,
31R038,PS 038 GEORGE CROMWELL,4,2013,Male,17,305.0,4.0,23.5,9.0,52.9,4.0,23.5,0.0,0.0,4.0,23.5
27Q155,PS 155,All Grades,2017,Female,121,318.0,20.0,16.5,36.0,29.8,38.0,31.4,27.0,22.3,65.0,53.7
17K770,PS 770 NEW AMERICAN ACADEMY,5,2016,Female,10,304.0,4.0,40.0,2.0,20.0,3.0,30.0,1.0,10.0,4.0,40.0
27Q207,PS 207 ROCKWOOD PARK,8,2014,Female,34,312.0,0.0,0.0,18.0,52.9,15.0,44.1,1.0,2.9,16.0,47.1
04M372,ESPERANZA PREPARATORY ACADEMY,All Grades,2017,Male,94,285.0,41.0,43.6,43.0,45.7,9.0,9.6,1.0,1.1,10.0,10.6
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,All Grades,2017,Male,16,285.0,7.0,43.8,4.0,25.0,3.0,18.8,2.0,12.5,5.0,31.3
30Q011,PS 011 KATHRYN PHELAN,4,2017,Female,99,321.0,14.0,14.1,26.0,26.3,29.0,29.3,30.0,30.3,59.0,59.6
22K119,PS 119 AMERSFORT,4,2016,Female,40,310.0,7.0,17.5,17.0,42.5,10.0,25.0,6.0,15.0,16.0,40.0
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,8,2013,Female,60,342.0,0.0,0.0,4.0,6.7,26.0,43.3,30.0,50.0,56.0,93.3
14K147,PS 147 ISAAC REMSEN,3,2016,Female,18,332.0,4.0,22.2,3.0,16.7,4.0,22.2,7.0,38.9,11.0,61.1
28Q055,PS 055 MAURE,4,2017,Male,34,293.0,10.0,29.4,14.0,41.2,6.0,17.6,4.0,11.8,10.0,29.4
31R026,PS 026 THE CARTERET SCHOOL,4,2016,Female,14,306.0,4.0,28.6,5.0,35.7,3.0,21.4,2.0,14.3,5.0,35.7
27Q096,PS 096,4,2014,Male,16,294.0,7.0,43.8,5.0,31.3,3.0,18.8,1.0,6.3,4.0,25.0
08X107,PS 107,3,2013,Male,45,275.0,29.0,64.4,15.0,33.3,1.0,2.2,0.0,0.0,1.0,2.2
28Q160,PS 160 WALTER FRANCIS BISHOP,3,2013,Female,49,303.0,12.0,24.5,21.0,42.9,16.0,32.7,0.0,0.0,16.0,32.7
19K108,PS 108 SAL ABBRACCIAMENTO,All Grades,2017,Female,199,316.0,38.0,19.1,53.0,26.6,68.0,34.2,40.0,20.1,108.0,54.3
06M324,MS 324  PATRIA MIRABAL,8,2017,Male,76,296.0,22.0,28.9,35.0,46.1,16.0,21.1,3.0,3.9,19.0,25.0
09X035,PS 035 FRANZ SIEGEL,5,2015,Female,35,295.0,12.0,34.3,19.0,54.3,4.0,11.4,0.0,0.0,4.0,11.4
18K233,PS 233 LANGSTON HUGHES,4,2017,Male,27,301.0,8.0,29.6,11.0,40.7,7.0,25.9,1.0,3.7,8.0,29.6
24Q049,PS 049 DOROTHY BONAWIT KOLE,5,2017,Female,62,320.0,9.0,14.5,21.0,33.9,14.0,22.6,18.0,29.0,32.0,51.6
30Q127,PS 127 AEROSPACE SCIENCE MAGNET SCHOOL,5,2016,Male,80,281.0,48.0,60.0,16.0,20.0,14.0,17.5,2.0,2.5,16.0,20.0
05M318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,4,2013,Male,20,301.0,4.0,20.0,13.0,65.0,2.0,10.0,1.0,5.0,3.0,15.0
30Q069,PS 069 JACKSON HEIGHTS,4,2016,Female,90,324.0,6.0,6.7,30.0,33.3,26.0,28.9,28.0,31.1,54.0,60.0
31R027,IS 027 ANNING S PRALL,7,2014,Female,188,296.0,66.0,35.1,76.0,40.4,38.0,20.2,8.0,4.3,46.0,24.5
31R031,PS 031 WILLIAM T DAVIS,4,2013,Female,35,280.0,19.0,54.3,11.0,31.4,4.0,11.4,1.0,2.9,5.0,14.3
13K133,PS 133 WILLIAM A BUTLER,4,2014,Male,22,296.0,9.0,40.9,8.0,36.4,4.0,18.2,1.0,4.5,5.0,22.7
30Q227,IS 227 LOUIS ARMSTRONG,7,2017,Male,197,323.0,13.0,6.6,64.0,32.5,83.0,42.1,37.0,18.8,120.0,60.9
02M089,PS 89,3,2013,Female,26,329.0,1.0,3.8,7.0,26.9,15.0,57.7,3.0,11.5,18.0,69.2
13K008,PS 008 ROBERT FULTON,4,2015,Female,47,336.0,2.0,4.3,5.0,10.6,21.0,44.7,19.0,40.4,40.0,85.1
20K229,PS 229 DYKER,7,2015,Male,43,307.0,8.0,18.6,15.0,34.9,19.0,44.2,1.0,2.3,20.0,46.5
25Q021,PS 021 EDWARD HART,5,2017,Female,91,330.0,10.0,11.0,23.0,25.3,21.0,23.1,37.0,40.7,58.0,63.7
16K534,UPPER SCHOOL @ PS 25,All Grades,2015,Male,38,272.0,22.0,57.9,13.0,34.2,2.0,5.3,1.0,2.6,3.0,7.9
22K245,PS 245,All Grades,2013,Male,54,296.0,14.0,25.9,29.0,53.7,11.0,20.4,0.0,0.0,11.0,20.4
24Q199,PS 199 MAURICE A FITZGERALD,3,2015,Female,91,301.0,35.0,38.5,24.0,26.4,27.0,29.7,5.0,5.5,32.0,35.2
25Q165,PS 165 EDITH K BERGTRAUM,4,2014,Male,50,320.0,8.0,16.0,13.0,26.0,16.0,32.0,13.0,26.0,29.0,58.0
09X163,PS 163 ARTHUR A SCHOMBURG,All Grades,2016,Female,129,305.0,35.0,27.1,51.0,39.5,33.0,25.6,10.0,7.8,43.0,33.3
25Q164,PS 164 QUEENS VALLEY,7,2014,Male,37,300.0,9.0,24.3,19.0,51.4,8.0,21.6,1.0,2.7,9.0,24.3
31R039,PS 39 FRANCIS J MURPHY JR,3,2013,Female,43,315.0,7.0,16.3,20.0,46.5,13.0,30.2,3.0,7.0,16.0,37.2
13K020,PS 020 CLINTON HILL,4,2017,Female,27,324.0,1.0,3.7,11.0,40.7,7.0,25.9,8.0,29.6,15.0,55.6
11X089,PS 089 BRONX,8,2015,Female,79,296.0,20.0,25.3,30.0,38.0,26.0,32.9,3.0,3.8,29.0,36.7
09X325,URBAN SCIENCE ACADEMY,All Grades,2014,Male,171,271.0,104.0,60.8,59.0,34.5,7.0,4.1,1.0,0.6,8.0,4.7
02M116,PS 116 MARY LINDLEY MURRAY,5,2016,Male,59,318.0,11.0,18.6,16.0,27.1,19.0,32.2,13.0,22.0,32.0,54.2
17K543,CIENCE TECHNOLOGY AND RESEARCH EARLY COLLEGE HS AT ERASMUS,All Grades,2014,Male,84,309.0,9.0,10.7,44.0,52.4,25.0,29.8,6.0,7.1,31.0,36.9
22K245,PS 245,5,2016,Male,21,307.0,7.0,33.3,6.0,28.6,6.0,28.6,2.0,9.5,8.0,38.1
10X118,JHS 118 WILLIAM W NILES,6,2017,Male,172,291.0,71.0,41.3,48.0,27.9,29.0,16.9,24.0,14.0,53.0,30.8
17K398,PS 398 WALTER WEAVER,4,2013,Female,31,289.0,10.0,32.3,17.0,54.8,4.0,12.9,0.0,0.0,4.0,12.9
02M158,PS 158 BAYARD TAYLOR,6,2013,Male,1,,,,,,,,,,,
10X015,PS X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,8,2015,Male,25,293.0,6.0,24.0,11.0,44.0,5.0,20.0,3.0,12.0,8.0,32.0
22K207,PS 207 ELIZABETH G LEARY,7,2014,Female,53,321.0,5.0,9.4,14.0,26.4,24.0,45.3,10.0,18.9,34.0,64.2
31R018,PS 018 JOHN G WHITTIER,4,2014,Male,47,284.0,26.0,55.3,15.0,31.9,5.0,10.6,1.0,2.1,6.0,12.8
32K299,PS 299 THOMAS WARREN FIELD,All Grades,2017,Male,51,290.0,19.0,37.3,23.0,45.1,9.0,17.6,0.0,0.0,9.0,17.6
10X056,PS 056 NORWOOD HEIGHTS,4,2014,Male,49,289.0,22.0,44.9,16.0,32.7,8.0,16.3,3.0,6.1,11.0,22.4
12X211,PS 211,8,2015,Female,36,285.0,16.0,44.4,11.0,30.6,8.0,22.2,1.0,2.8,9.0,25.0
13K351,THE URBAN ASSEMBLY UNISON SCHOOL,All Grades,2017,Female,57,293.0,19.0,33.3,28.0,49.1,9.0,15.8,1.0,1.8,10.0,17.5
11X370,LEADERS OF TOMORROW,All Grades,2015,Male,109,269.0,74.0,67.9,26.0,23.9,9.0,8.3,0.0,0.0,9.0,8.3
28Q117,PS 117 J KELD  BRIARWOOD SCHOOL,All Grades,2016,Male,229,302.0,71.0,31.0,84.0,36.7,51.0,22.3,23.0,10.0,74.0,32.3
20K030,PSIS 30 MARY WHITE OVINGTON,8,2013,Female,65,306.0,9.0,13.8,28.0,43.1,19.0,29.2,9.0,13.8,28.0,43.1
22K312,PS 312 BERGEN BEACH,4,2016,Male,62,314.0,9.0,14.5,22.0,35.5,20.0,32.3,11.0,17.7,31.0,50.0
29Q131,PS 131 ABIGAIL ADAMS,5,2015,Female,64,327.0,5.0,7.8,13.0,20.3,29.0,45.3,17.0,26.6,46.0,71.9
24Q007,PS 007 LOUIS F SIMEONE,3,2017,Female,108,308.0,24.0,22.2,38.0,35.2,39.0,36.1,7.0,6.5,46.0,42.6
14K318,IS 318 EUGENIO MARIA DE HOSTOS,7,2013,Male,224,299.0,69.0,30.8,96.0,42.9,47.0,21.0,12.0,5.4,59.0,26.3
29Q192,IS 192 THE LINDEN,7,2015,Male,72,275.0,45.0,62.5,21.0,29.2,6.0,8.3,0.0,0.0,6.0,8.3
28Q048,PS 048 WILLIAM WORDSWORTH,5,2014,Female,24,290.0,7.0,29.2,11.0,45.8,5.0,20.8,1.0,4.2,6.0,25.0
21K153,PS 153 HOMECREST,5,2015,Male,44,296.0,17.0,38.6,12.0,27.3,10.0,22.7,5.0,11.4,15.0,34.1
04M038,PS 38 ROBERTO CLEMENTE,3,2013,Female,26,279.0,17.0,65.4,7.0,26.9,2.0,7.7,0.0,0.0,2.0,7.7
03M165,PS 165 ROBERT E SIMON,All Grades,2016,Male,218,290.0,93.0,42.7,71.0,32.6,42.0,19.3,12.0,5.5,54.0,24.8
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE THE,8,2014,Male,34,274.0,21.0,61.8,11.0,32.4,2.0,5.9,0.0,0.0,2.0,5.9
26Q031,PS 031 BAYSIDE,All Grades,2013,Male,116,314.0,20.0,17.2,47.0,40.5,37.0,31.9,12.0,10.3,49.0,42.2
31R008,PS 8 SHIRLEE SOLOMON,4,2013,Male,35,316.0,4.0,11.4,14.0,40.0,11.0,31.4,6.0,17.1,17.0,48.6
02M289,IS 289,6,2013,Female,55,328.0,0.0,0.0,18.0,32.7,13.0,23.6,24.0,43.6,37.0,67.3
29Q132,PS 132 RALPH BUNCHE,All Grades,2015,Male,69,300.0,19.0,27.5,33.0,47.8,14.0,20.3,3.0,4.3,17.0,24.6
07X221,OUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,6,2013,Male,40,279.0,23.0,57.5,14.0,35.0,1.0,2.5,2.0,5.0,3.0,7.5
03M452,PS 452,3,2015,Female,22,345.0,1.0,4.5,5.0,22.7,8.0,36.4,8.0,36.4,16.0,72.7
05M030,PS 030 HERNANDEZHUGHES,4,2015,Male,21,282.0,10.0,47.6,11.0,52.4,0.0,0.0,0.0,0.0,0.0,0.0
20K164,PS 164 CAESAR RODNEY,4,2013,Female,37,305.0,9.0,24.3,16.0,43.2,8.0,21.6,4.0,10.8,12.0,32.4
13K011,PS 011 PURVIS J BEHAN,5,2017,Male,59,333.0,8.0,13.6,8.0,13.6,16.0,27.1,27.0,45.8,43.0,72.9
27Q105,PS 105 THE BAY SCHOOL,4,2014,Male,46,271.0,29.0,63.0,15.0,32.6,1.0,2.2,1.0,2.2,2.0,4.3
28Q332,REDWOOD MIDDLE SCHOOL,7,2016,Female,49,306.0,11.0,22.4,20.0,40.8,14.0,28.6,4.0,8.2,18.0,36.7
12X190,ESMT IS 190,8,2016,Female,36,300.0,6.0,16.7,21.0,58.3,7.0,19.4,2.0,5.6,9.0,25.0
19K364,IS 364 GATEWAY,8,2017,Female,39,315.0,3.0,7.7,15.0,38.5,14.0,35.9,7.0,17.9,21.0,53.8
02M655,LIFE SCIENCES SECONDARY SCHOOL,All Grades,2014,Male,38,282.0,18.0,47.4,19.0,50.0,1.0,2.6,0.0,0.0,1.0,2.6
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,6,2016,Female,41,300.0,8.0,19.5,22.0,53.7,8.0,19.5,3.0,7.3,11.0,26.8
23K178,PS 178 SAINT CLAIR MCKELWAY,4,2016,Female,18,312.0,2.0,11.1,8.0,44.4,5.0,27.8,3.0,16.7,8.0,44.4
02M104,JHS 104 SIMON BARUCH,7,2013,Female,146,321.0,22.0,15.1,40.0,27.4,49.0,33.6,35.0,24.0,84.0,57.5
31R080,THE MICHAEL J PETRIDES SCHOOL,8,2017,Female,46,329.0,1.0,2.2,7.0,15.2,26.0,56.5,12.0,26.1,38.0,82.6
12X318,IS X318 MATH SCIENCE & TECHNOLOGY THROUGH ARTS,7,2017,Female,39,303.0,6.0,15.4,20.0,51.3,12.0,30.8,1.0,2.6,13.0,33.3
28Q086,PS Q086,5,2017,Female,70,306.0,22.0,31.4,16.0,22.9,18.0,25.7,14.0,20.0,32.0,45.7
26Q133,PS 133 QUEENS,4,2015,Female,32,326.0,1.0,3.1,8.0,25.0,13.0,40.6,10.0,31.3,23.0,71.9
16K005,PS 005 DR RONALD MCNAIR,5,2015,Female,23,277.0,14.0,60.9,9.0,39.1,0.0,0.0,0.0,0.0,0.0,0.0
11X112,PS 112 BRONXWOOD,3,2014,Female,39,285.0,22.0,56.4,13.0,33.3,4.0,10.3,0.0,0.0,4.0,10.3
19K325,THE FRESH CREEK SCHOOL,3,2014,Female,20,300.0,8.0,40.0,6.0,30.0,6.0,30.0,0.0,0.0,6.0,30.0
11X068,PS 068 BRONX,5,2013,Female,72,287.0,38.0,52.8,27.0,37.5,6.0,8.3,1.0,1.4,7.0,9.7
27Q060,PS 060 WOODHAVEN,All Grades,2014,Female,273,299.0,91.0,33.3,102.0,37.4,58.0,21.2,22.0,8.1,80.0,29.3
22K203,PS 203 FLOYD BENNETT SCHOOL,All Grades,2014,Male,176,295.0,53.0,30.1,84.0,47.7,31.0,17.6,8.0,4.5,39.0,22.2
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,7,2017,Male,26,296.0,10.0,38.5,9.0,34.6,6.0,23.1,1.0,3.8,7.0,26.9
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,7,2016,Female,47,312.0,7.0,14.9,16.0,34.0,19.0,40.4,5.0,10.6,24.0,51.1
12X383,EMOLIOR ACADEMY,All Grades,2014,Male,115,276.0,67.0,58.3,39.0,33.9,8.0,7.0,1.0,0.9,9.0,7.8
31R057,PS 057 HUBERT H HUMPHREY,3,2017,Female,56,291.0,25.0,44.6,18.0,32.1,11.0,19.6,2.0,3.6,13.0,23.2
24Q019,PS 019 MARINO JEANTET,5,2013,Male,181,293.0,71.0,39.2,75.0,41.4,29.0,16.0,6.0,3.3,35.0,19.3
26Q098,PS 098 THE DOUGLASTON SCHOOL,5,2016,Female,14,338.0,1.0,7.1,3.0,21.4,3.0,21.4,7.0,50.0,10.0,71.4
25Q021,PS 021 EDWARD HART,All Grades,2013,Male,310,311.0,68.0,21.9,113.0,36.5,95.0,30.6,34.0,11.0,129.0,41.6
25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,All Grades,2015,Male,38,321.0,2.0,5.3,15.0,39.5,21.0,55.3,0.0,0.0,21.0,55.3
07X385,PERFORMANCE SCHOOL,5,2016,Female,24,267.0,17.0,70.8,4.0,16.7,3.0,12.5,0.0,0.0,3.0,12.5
03M149,PS 149 SOJOURNER TRUTH,4,2014,Male,11,248.0,10.0,90.9,1.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0
29Q295,PSIS 295,6,2016,Female,33,319.0,4.0,12.1,7.0,21.2,16.0,48.5,6.0,18.2,22.0,66.7
03M191,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,4,2017,Female,10,288.0,4.0,40.0,4.0,40.0,2.0,20.0,0.0,0.0,2.0,20.0
04M037,RIVER EAST ELEMENTARY,5,2013,Male,14,279.0,9.0,64.3,3.0,21.4,2.0,14.3,0.0,0.0,2.0,14.3
20K192,PS 192  THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,6,2016,Female,37,313.0,6.0,16.2,12.0,32.4,11.0,29.7,8.0,21.6,19.0,51.4
31R039,PS 39 FRANCIS J MURPHY JR,3,2014,Male,44,293.0,16.0,36.4,19.0,43.2,8.0,18.2,1.0,2.3,9.0,20.5
04M108,PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,5,2015,Female,27,289.0,15.0,55.6,8.0,29.6,4.0,14.8,0.0,0.0,4.0,14.8
18K219,PS 219 KENNEDY KING,3,2017,Male,26,290.0,12.0,46.2,10.0,38.5,4.0,15.4,0.0,0.0,4.0,15.4
26Q178,PS IS 178 HOLLISWOOD,6,2013,Male,26,304.0,3.0,11.5,17.0,65.4,3.0,11.5,3.0,11.5,6.0,23.1
10X015,PS X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,8,2013,Female,36,305.0,6.0,16.7,16.0,44.4,10.0,27.8,4.0,11.1,14.0,38.9
21K238,PS 238 ANNE SULLIVAN,3,2014,Male,30,299.0,8.0,26.7,15.0,50.0,6.0,20.0,1.0,3.3,7.0,23.3
04M012,TAG YOUNG SCHOLARS,6,2013,Male,23,333.0,0.0,0.0,7.0,30.4,7.0,30.4,9.0,39.1,16.0,69.6
24Q007,PS 007 LOUIS F SIMEONE,3,2016,Male,130,311.0,32.0,24.6,40.0,30.8,53.0,40.8,5.0,3.8,58.0,44.6
03M199,PS 199 JESSIE ISADOR STRAUS,3,2013,Female,73,334.0,1.0,1.4,20.0,27.4,36.0,49.3,16.0,21.9,52.0,71.2
20K229,PS 229 DYKER,4,2014,Male,79,314.0,11.0,13.9,30.0,38.0,25.0,31.6,13.0,16.5,38.0,48.1
27Q319,VILLAGE ACADEMY,All Grades,2017,Female,151,294.0,52.0,34.4,59.0,39.1,36.0,23.8,4.0,2.6,40.0,26.5
24Q143,PS 143 LOUIS ARMSTRONG,All Grades,2014,Male,457,277.0,248.0,54.3,160.0,35.0,41.0,9.0,8.0,1.8,49.0,10.7
08X140,PS X140 THE EAGLE SCHOOL,5,2013,Male,45,281.0,27.0,60.0,14.0,31.1,3.0,6.7,1.0,2.2,4.0,8.9
07X179,PS 179,5,2013,Female,23,283.0,10.0,43.5,11.0,47.8,2.0,8.7,0.0,0.0,2.0,8.7
26Q266,PSIS 266,3,2017,Male,31,322.0,2.0,6.5,11.0,35.5,16.0,51.6,2.0,6.5,18.0,58.1
25Q021,PS 021 EDWARD HART,4,2015,Male,119,312.0,25.0,21.0,36.0,30.3,28.0,23.5,30.0,25.2,58.0,48.7
27Q047,PS 047 CHRIS GALAS,8,2013,Female,6,309.0,0.0,0.0,4.0,66.7,2.0,33.3,0.0,0.0,2.0,33.3
